count	class	samples
3	z-50	<div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.inset-0.z-50.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here"
2	backdrop-blur-sm	<div.fixed.inset-0.z-40.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.inset-0.z-50.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out>
2	bg-black/40	<div.fixed.inset-0.z-40.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.inset-0.z-50.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out>
2	bg-emerald-500	<div.!min-h-9.!min-w-9.flex.items-center.justify-center.rounded-lg.bg-emerald-500> | <div.!min-h-8.!min-w-8.flex.items-center.justify-center.rounded-lg.bg-emerald-500>
2	border-b	<div.flex.items-center.justify-between.px-6.py-5.border-b.border-neutral-100.dark:border-neutral-800> "Search" | <div.mx-6.border-b.border-neutral-100.dark:border-neutral-800>
2	dark:border-neutral-700	<input.w-full.px-4.py-3.pr-12.text-sm.bg-white.dark:bg-neutral-800.border> | <input.flex-1.rounded-xl.px-4.py-2.5.text-sm.focus:outline-none.focus:ring-2.focus:ring-neutral-300>
2	dark:fill-white	<svg.fill-black/[62].dark:fill-white>
2	dark:hover:bg-neutral-800	<button.p-1.rounded-full.hover:bg-neutral-100.dark:hover:bg-neutral-800.transition-colors.cursor-pointer> | <button.p-1.rounded-full.cursor-pointer.hover:bg-neutral-100.dark:hover:bg-neutral-800.transition-colors>
2	dark:text-neutral-600	<svg.w-12.h-12.mx-auto.text-neutral-300.dark:text-neutral-600.mb-3> | <svg.w-16.h-16.text-neutral-300.dark:text-neutral-600.mb-4>
2	disabled:cursor-not-allowed	<button.flex.h-10.w-10.items-center.justify-center.rounded-full.border.border-neutral-300>
2	disabled:opacity-30	<button.flex.h-10.w-10.items-center.justify-center.rounded-full.border.border-neutral-300>
2	fill-black/[62]	<svg.fill-black/[62].dark:fill-white>
2	flex-1	<div.flex-1.overflow-y-auto.px-6> "Your cart is emptyAdd items to your cart to see them here" | <input.flex-1.rounded-xl.px-4.py-2.5.text-sm.focus:outline-none.focus:ring-2.focus:ring-neutral-300>
2	focus:ring-2	<input.w-full.px-4.py-3.pr-12.text-sm.bg-white.dark:bg-neutral-800.border> | <input.flex-1.rounded-xl.px-4.py-2.5.text-sm.focus:outline-none.focus:ring-2.focus:ring-neutral-300>
2	gap-x-2	<div.flex.items-center.gap-x-2> "Logoipsum"
2	gap-x-8	<div.grid.grid-cols-2.lg:grid-cols-3.xl:grid-cols-3.gap-x-8.gap-y-12> "xcvvxv$25,458.00Premium Smartphone Xenon$540.00Elite Sound Earphones$340.00$345.00The Ultimate 256GB" | <div.flex.justify-between.gap-x-8.lg:gap-x-[50px]> "Privacy policyWhat's NewShippingTerms of useRefund PolicyReturn PolicayPayment PolicyCustomer Servic"
2	grid-cols-1	<div.grid.md:hidden.gap-4.grid-cols-1.xxs:grid-cols-2.lg:max-h-[calc(100vh-200px)].sf-hidden> | <div.grid.grid-cols-1.md:grid-cols-2.lg:grid-cols-12.gap-10> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
2	h-6	<svg.w-6.h-6.text-neutral-500> | <svg.w-6.h-6.text-neutral-900.dark:text-white>
2	hover:bg-neutral-50	<button.absolute.left-4.md:left-6.lg:left-8.top-1/2.-translate-y-1/2.z-20.w-10> | <button.absolute.right-4.md:right-6.lg:right-8.top-1/2.-translate-y-1/2.z-20.w-10>
2	lg:flex	<div.hidden.lg:flex> | <div.hidden.lg:flex> "Shopping CartYour cart is emptyAdd items to your cart to see them here"
2	lg:grid-cols-4	<div.grid.grid-cols-2.md:grid-cols-3.lg:grid-cols-4.gap-x-6.gap-y-10> "xcvvxv$25,458.00A smartphone and earphone bundle offers an all-in-one mobile communication and audio" | <ul.m-0.grid.grid-cols-2.gap-3.md:gap-4.lg:gap-5.p-0.sm:grid-cols-3> "xcvvxv(0)$25,458.00Premium Smartphone Xenon(0)$540.00Elite Sound Earphones(0)$345.00The Ultimate 256"
2	lg:max-h-[calc(100vh-200px)]	<div.hidden.md:grid.gap-4.md:grid-cols-6.md:grid-rows-2.lg:max-h-[calc(100vh-200px)]> "xcvvxv$25,458.00FHD Laptop 2026 Edition with Copilot AI$10,000.00Horizon Arc 49\" OLED Curved Gaming " | <div.grid.md:hidden.gap-4.grid-cols-1.xxs:grid-cols-2.lg:max-h-[calc(100vh-200px)].sf-hidden>
2	lg:min-w-[160px]	<nav.w-full.lg:min-w-[160px].xl:min-w-[200px]> "Privacy policyWhat's NewShippingTerms of useRefund PolicyReturn Policay" | <nav.w-full.lg:min-w-[160px].xl:min-w-[200px]> "Payment PolicyCustomer Serviceterms & ConditionsAbout Us"
2	line-through	<p.text-sm.text-neutral-400.dark:text-neutral-500.line-through> "$345.00" | <p.text-sm.text-neutral-400.dark:text-neutral-500.line-through> "$1,233.00"
2	m-0	<input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute> | <ul.m-0.grid.grid-cols-2.gap-3.md:gap-4.lg:gap-5.p-0.sm:grid-cols-3> "xcvvxv(0)$25,458.00Premium Smartphone Xenon(0)$540.00Elite Sound Earphones(0)$345.00The Ultimate 256"
2	max-w-[420px]	<div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here"
2	mb-3	<svg.w-12.h-12.mx-auto.text-neutral-300.dark:text-neutral-600.mb-3> | <div.mb-3> "Stay UpdatedGet exclusive offers, new arrivals, and more."
2	mb-4	<svg.w-16.h-16.text-neutral-300.dark:text-neutral-600.mb-4> | <h1.mb-4.font-outfit.text-xl.md:text-4xl.font-semibold.text-black.dark:text-white> "Popular Products"
2	mb-6	<div.mb-6.md:mb-8.flex.items-center.justify-between> "Popular Categories" | <div.mb-6.md:mb-8.flex.items-end.justify-between> "All ProductsDiscover the latest trends! Fresh products just added—shop new styles, tech, and essenti"
2	md:col-span-2	<div.md:col-span-2.md:row-span-1> "FHD Laptop 2026 Edition with Copilot AI$10,000.00" | <div.md:col-span-2.md:row-span-1> "Horizon Arc 49\" OLED Curved Gaming Monitor$4,000.00"
2	md:flex	<ul.hidden.gap-0.5.text-sm.md:flex.items-center> "AllSmartphonesHeadphonesEntertainmentAppliances" | <div.hidden.md:flex.items-center.gap-2>
2	md:h-12	<button.absolute.left-4.md:left-6.lg:left-8.top-1/2.-translate-y-1/2.z-20.w-10> | <button.absolute.right-4.md:right-6.lg:right-8.top-1/2.-translate-y-1/2.z-20.w-10>
2	md:mb-8	<div.mb-6.md:mb-8.flex.items-center.justify-between> "Popular Categories" | <div.mb-6.md:mb-8.flex.items-end.justify-between> "All ProductsDiscover the latest trends! Fresh products just added—shop new styles, tech, and essenti"
2	md:py-14	<section.py-10.md:py-14.lg:py-16.bg-white.dark:bg-neutral-950> "All ProductsDiscover the latest trends! Fresh products just added—shop new styles, tech, and essenti" | <div.mx-auto.w-full.max-w-screen-2xl.px-4.md:px-6.lg:px-8.py-12.md:py-14> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
2	md:py-3	<nav.relative.mx-auto.rounded-xl.bg-neutral-900.dark:bg-neutral-900.px-4.md:px-6.lg:px-8> "LogoipsumAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing to search productsShoppin" | <button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
2	md:row-span-1	<div.md:col-span-2.md:row-span-1> "FHD Laptop 2026 Edition with Copilot AI$10,000.00" | <div.md:col-span-2.md:row-span-1> "Horizon Arc 49\" OLED Curved Gaming Monitor$4,000.00"
2	md:w-12	<button.absolute.left-4.md:left-6.lg:left-8.top-1/2.-translate-y-1/2.z-20.w-10> | <button.absolute.right-4.md:right-6.lg:right-8.top-1/2.-translate-y-1/2.z-20.w-10>
2	overflow-y-auto	<div.overflow-y-auto.h-[calc(100vh-180px)].py-4.px-6> "Start typing to search products" | <div.flex-1.overflow-y-auto.px-6> "Your cart is emptyAdd items to your cart to see them here"
2	p-0	<input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute> | <ul.m-0.grid.grid-cols-2.gap-3.md:gap-4.lg:gap-5.p-0.sm:grid-cols-3> "xcvvxv(0)$25,458.00Premium Smartphone Xenon(0)$540.00Elite Sound Earphones(0)$345.00The Ultimate 256"
2	p-1	<button.p-1.rounded-full.hover:bg-neutral-100.dark:hover:bg-neutral-800.transition-colors.cursor-pointer> | <button.p-1.rounded-full.cursor-pointer.hover:bg-neutral-100.dark:hover:bg-neutral-800.transition-colors>
2	placeholder:text-neutral-400	<input.w-full.px-4.py-3.pr-12.text-sm.bg-white.dark:bg-neutral-800.border> | <input.flex-1.rounded-xl.px-4.py-2.5.text-sm.focus:outline-none.focus:ring-2.focus:ring-neutral-300>
2	pointer-events-none	<div.fixed.inset-0.z-40.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.inset-0.z-50.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out>
2	py-10	<section.py-10.md:py-14.lg:py-16.bg-white.dark:bg-neutral-950> "All ProductsDiscover the latest trends! Fresh products just added—shop new styles, tech, and essenti" | <div.mx-auto.w-full.px-4.md:px-6.lg:px-8.py-10.md:py-12.bg-white> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
2	py-3	<input.w-full.px-4.py-3.pr-12.text-sm.bg-white.dark:bg-neutral-800.border> | <button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
2	scale-[1.02]	<div.absolute.inset-0.transition-all.duration-700.ease-in-out.opacity-0.z-0.scale-[1.02]>
2	shadow-2xl	<div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here"
2	translate-x-full	<div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here"
2	w-6	<svg.w-6.h-6.text-neutral-500> | <svg.w-6.h-6.text-neutral-900.dark:text-white>
2	xl:min-w-[200px]	<nav.w-full.lg:min-w-[160px].xl:min-w-[200px]> "Privacy policyWhat's NewShippingTerms of useRefund PolicyReturn Policay" | <nav.w-full.lg:min-w-[160px].xl:min-w-[200px]> "Payment PolicyCustomer Serviceterms & ConditionsAbout Us"
2	z-[60]	<header.fixed.top-0.left-0.right-0.z-[60]> "LogoipsumAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing to search productsShoppin" | <div.fixed.inset-x-0.bottom-0.z-[60].lg:hidden.sf-hidden>
2	z-0	<div.absolute.inset-0.transition-all.duration-700.ease-in-out.opacity-0.z-0.scale-[1.02]>
2	z-20	<button.absolute.left-4.md:left-6.lg:left-8.top-1/2.-translate-y-1/2.z-20.w-10> | <button.absolute.right-4.md:right-6.lg:right-8.top-1/2.-translate-y-1/2.z-20.w-10>
1	-mt-15	<div.w-full.bg-white.dark:bg-neutral-950.-mt-15.md:-mt-17> "Popular CategoriesPhoneSmartphonesHeadphonesEntertainmentAppliancesPopular ProductsDiscover the late"
1	-translate-x-1/2	<div.fixed.left-1/2.z-[999].w-[80%].-translate-x-1/2.sm:max-w-md.top-4.bottom-auto>
1	!min-h-8	<div.!min-h-8.!min-w-8.flex.items-center.justify-center.rounded-lg.bg-emerald-500>
1	!min-h-9	<div.!min-h-9.!min-w-9.flex.items-center.justify-center.rounded-lg.bg-emerald-500>
1	!min-w-8	<div.!min-h-8.!min-w-8.flex.items-center.justify-center.rounded-lg.bg-emerald-500>
1	!min-w-9	<div.!min-h-9.!min-w-9.flex.items-center.justify-center.rounded-lg.bg-emerald-500>
1	antialiased	<body.min-h-screen.font-archivo.text-foreground.bg-white.dark:bg-neutral-950.antialiased> "LogoipsumAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing to search productsShoppin"
1	aspect-[320/613]	<div.relative.w-full.max-w-[1920px].mx-auto.aspect-[320/613].md:aspect-[1920/781]>
1	bg-[#F5F7F9]	<section.w-full.overflow-x-clip.mt-[58px].py-[70px].bg-[#F5F7F9].dark:bg-neutral-900> "Popular CategoriesPhoneSmartphonesHeadphonesEntertainmentAppliances"
1	bg-gradient-to-br	<div.group.relative.w-full.overflow-hidden.bg-gradient-to-br.from-sky-100.via-orange-50.to-rose-100>
1	bottom-0	<div.fixed.inset-x-0.bottom-0.z-[60].lg:hidden.sf-hidden>
1	bottom-auto	<div.fixed.left-1/2.z-[999].w-[80%].-translate-x-1/2.sm:max-w-md.top-4.bottom-auto>
1	box-border	<input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
1	dark:bg-neutral-900/50	<footer.hidden.lg:block.bg-neutral-50.dark:bg-neutral-900/50.text-neutral-700.dark:text-neutral-300> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
1	dark:focus:ring-neutral-500	<input.w-full.px-4.py-3.pr-12.text-sm.bg-white.dark:bg-neutral-800.border>
1	dark:focus:ring-neutral-600	<input.flex-1.rounded-xl.px-4.py-2.5.text-sm.focus:outline-none.focus:ring-2.focus:ring-neutral-300>
1	dark:from-neutral-900	<div.group.relative.w-full.overflow-hidden.bg-gradient-to-br.from-sky-100.via-orange-50.to-rose-100>
1	dark:hover:bg-neutral-100	<button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
1	dark:placeholder:text-neutral-500	<input.flex-1.rounded-xl.px-4.py-2.5.text-sm.focus:outline-none.focus:ring-2.focus:ring-neutral-300>
1	dark:to-neutral-900	<div.group.relative.w-full.overflow-hidden.bg-gradient-to-br.from-sky-100.via-orange-50.to-rose-100>
1	dark:via-neutral-800	<div.group.relative.w-full.overflow-hidden.bg-gradient-to-br.from-sky-100.via-orange-50.to-rose-100>
1	data-[focus-visible=true]:outline-none	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	data-[focus-visible=true]:ring-0	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	disabled:cursor-default	<input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
1	dl-input-translation-container	<div.dl-input-translation-container.svelte-95aucy>
1	dsv-2025.04.19-7e29	<span.dsv-2025.04.19-7e29>
1	focus-visible:outline-none	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	focus-visible:ring-0	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	focus-visible:ring-offset-0	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	focus:border-transparent	<input.w-full.px-4.py-3.pr-12.text-sm.bg-white.dark:bg-neutral-800.border>
1	focus:ring-neutral-300	<input.flex-1.rounded-xl.px-4.py-2.5.text-sm.focus:outline-none.focus:ring-2.focus:ring-neutral-300>
1	focus:ring-neutral-900	<input.w-full.px-4.py-3.pr-12.text-sm.bg-white.dark:bg-neutral-800.border>
1	font-inherit	<input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
1	font-normal	<p.text-sm.md:text-base.font-normal.text-black/60.dark:text-neutral-300> "Discover the latest trends! Fresh products just added—shop new styles, tech, and essentials before t"
1	font-outfit	<h1.mb-4.font-outfit.text-xl.md:text-4xl.font-semibold.text-black.dark:text-white> "Popular Products"
1	from-sky-100	<div.group.relative.w-full.overflow-hidden.bg-gradient-to-br.from-sky-100.via-orange-50.to-rose-100>
1	gap-0.5	<ul.hidden.gap-0.5.text-sm.md:flex.items-center> "AllSmartphonesHeadphonesEntertainmentAppliances"
1	gap-10	<div.grid.grid-cols-1.md:grid-cols-2.lg:grid-cols-12.gap-10> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
1	gap-x-6	<div.grid.grid-cols-2.md:grid-cols-3.lg:grid-cols-4.gap-x-6.gap-y-10> "xcvvxv$25,458.00A smartphone and earphone bundle offers an all-in-one mobile communication and audio"
1	gap-y-10	<div.grid.grid-cols-2.md:grid-cols-3.lg:grid-cols-4.gap-x-6.gap-y-10> "xcvvxv$25,458.00A smartphone and earphone bundle offers an all-in-one mobile communication and audio"
1	gap-y-12	<div.grid.grid-cols-2.lg:grid-cols-3.xl:grid-cols-3.gap-x-8.gap-y-12> "xcvvxv$25,458.00Premium Smartphone Xenon$540.00Elite Sound Earphones$340.00$345.00The Ultimate 256GB"
1	group-data-[focus-visible=true]:ring-2	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	group-data-[focus-visible=true]:ring-focus	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	group-data-[focus-visible=true]:ring-offset-2	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	group-data-[focus-visible=true]:ring-offset-background	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	group-data-[focus-visible=true]:z-10	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	group-data-[selected=true]:bg-primary	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	group-data-[selected=true]:text-primary-foreground	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	h-[calc(100vh-180px)]	<div.overflow-y-auto.h-[calc(100vh-180px)].py-4.px-6> "Start typing to search products"
1	h-12	<svg.w-12.h-12.mx-auto.text-neutral-300.dark:text-neutral-600.mb-3>
1	h-16	<svg.w-16.h-16.text-neutral-300.dark:text-neutral-600.mb-4>
1	h-64	<div.flex.flex-col.items-center.justify-center.h-64.text-center> "Your cart is emptyAdd items to your cart to see them here"
1	h-auto	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	hover:bg-neutral-800	<button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
1	hover:opacity-90	<button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
1	hover:text-neutral-200	<svg.text-white.hover:text-neutral-200.transition-colors>
1	hover:text-neutral-600	<button.absolute.right-2.top-1/2.-translate-y-1/2.p-2.text-neutral-400.hover:text-neutral-600.dark:hover:text-neutral-300>
1	items-end	<div.mb-6.md:mb-8.flex.items-end.justify-between> "All ProductsDiscover the latest trends! Fresh products just added—shop new styles, tech, and essenti"
1	leading-[1.15]	<input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
1	leading-relaxed	<p.text-sm.text-neutral-500.dark:text-neutral-400.leading-relaxed.max-w-[260px]> "Premium products with exceptional quality. Your satisfaction is our priority."
1	left-0	<header.fixed.top-0.left-0.right-0.z-[60]> "LogoipsumAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing to search productsShoppin"
1	left-1/2	<div.fixed.left-1/2.z-[999].w-[80%].-translate-x-1/2.sm:max-w-md.top-4.bottom-auto>
1	left-4	<button.absolute.left-4.md:left-6.lg:left-8.top-1/2.-translate-y-1/2.z-20.w-10>
1	lg:block	<footer.hidden.lg:block.bg-neutral-50.dark:bg-neutral-900/50.text-neutral-700.dark:text-neutral-300> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
1	lg:col-span-3	<div.lg:col-span-3.flex.flex-col.gap-4> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
1	lg:col-span-4	<div.lg:col-span-4> "Stay UpdatedGet exclusive offers, new arrivals, and more.Subscribe"
1	lg:col-span-5	<div.lg:col-span-5> "Privacy policyWhat's NewShippingTerms of useRefund PolicyReturn PolicayPayment PolicyCustomer Servic"
1	lg:flex-row	<div.flex.flex-col.lg:flex-row.gap-2> "Subscribe"
1	lg:gap-5	<ul.m-0.grid.grid-cols-2.gap-3.md:gap-4.lg:gap-5.p-0.sm:grid-cols-3> "xcvvxv(0)$25,458.00Premium Smartphone Xenon(0)$540.00Elite Sound Earphones(0)$345.00The Ultimate 256"
1	lg:gap-x-[50px]	<div.flex.justify-between.gap-x-8.lg:gap-x-[50px]> "Privacy policyWhat's NewShippingTerms of useRefund PolicyReturn PolicayPayment PolicyCustomer Servic"
1	lg:grid-cols-12	<div.grid.grid-cols-1.md:grid-cols-2.lg:grid-cols-12.gap-10> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
1	lg:grid-cols-3	<div.grid.grid-cols-2.lg:grid-cols-3.xl:grid-cols-3.gap-x-8.gap-y-12> "xcvvxv$25,458.00Premium Smartphone Xenon$540.00Elite Sound Earphones$340.00$345.00The Ultimate 256GB"
1	lg:h-11	<div.relative.flex.items-center.justify-center.rounded-md.lg:h-11.lg:w-11.text-white>
1	lg:hidden	<div.fixed.inset-x-0.bottom-0.z-[60].lg:hidden.sf-hidden>
1	lg:left-8	<button.absolute.left-4.md:left-6.lg:left-8.top-1/2.-translate-y-1/2.z-20.w-10>
1	lg:mt-0	<form.mt-8.lg:mt-0.w-full.relative> "Stay UpdatedGet exclusive offers, new arrivals, and more.Subscribe"
1	lg:my-12	<div.mx-auto.my-16.mt-16.sm:mt-0.w-full.lg:my-12.md:my-20.md:max-w-4xl> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
1	lg:py-16	<section.py-10.md:py-14.lg:py-16.bg-white.dark:bg-neutral-950> "All ProductsDiscover the latest trends! Fresh products just added—shop new styles, tech, and essenti"
1	lg:right-8	<button.absolute.right-4.md:right-6.lg:right-8.top-1/2.-translate-y-1/2.z-20.w-10>
1	lg:size-10	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	lg:w-11	<div.relative.flex.items-center.justify-center.rounded-md.lg:h-11.lg:w-11.text-white>
1	lg:w-fit	<button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
1	light	<html.light> ":root{--sf-img-16: url(\"data:image/avif;base64,AAAAHGZ0eXBhdmlmAAAAAG1pZjFhdmlmbWlhZgAAAXBtZXRhAAAAA"
1	max-w-[1920px]	<div.relative.w-full.max-w-[1920px].mx-auto.aspect-[320/613].md:aspect-[1920/781]>
1	max-w-[260px]	<p.text-sm.text-neutral-500.dark:text-neutral-400.leading-relaxed.max-w-[260px]> "Premium products with exceptional quality. Your satisfaction is our priority."
1	max-w-fit	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	max-w-lg	<p.mt-1.text-sm.text-neutral-500.dark:text-neutral-400.max-w-lg> "Discover the latest trends! Fresh products just added—shop new styles, tech, and essentials before t"
1	mb-1	<h3.mb-1.text-sm.font-bold.text-neutral-900.dark:text-white> "Stay Updated"
1	mb-2	<p.text-xl.font-bold.text-neutral-900.dark:text-white.mb-2> "Your cart is empty"
1	md:-mt-17	<div.w-full.bg-white.dark:bg-neutral-950.-mt-15.md:-mt-17> "Popular CategoriesPhoneSmartphonesHeadphonesEntertainmentAppliancesPopular ProductsDiscover the late"
1	md:aspect-[1920/781]	<div.relative.w-full.max-w-[1920px].mx-auto.aspect-[320/613].md:aspect-[1920/781]>
1	md:bottom-4	<div.fixed.left-1/2.z-[999].w-[80%].-translate-x-1/2.sm:max-w-md.top-4.bottom-auto>
1	md:col-span-4	<div.md:col-span-4.md:row-span-2> "xcvvxv$25,458.00"
1	md:flex-row	<div.mx-auto.w-full.max-w-screen-2xl.px-4.md:px-6.lg:px-8.flex.flex-col> "© 2010-2026 Webkul Software (Registered in India). All rights reserved.Powered by Bagisto"
1	md:gap-3	<div.flex.items-center.gap-2.md:gap-3> "SearchStart typing to search productsShopping CartYour cart is emptyAdd items to your cart to see th"
1	md:gap-4	<ul.m-0.grid.grid-cols-2.gap-3.md:gap-4.lg:gap-5.p-0.sm:grid-cols-3> "xcvvxv(0)$25,458.00Premium Smartphone Xenon(0)$540.00Elite Sound Earphones(0)$345.00The Ultimate 256"
1	md:gap-5	<div.flex.gap-4.md:gap-5.overflow-x-auto.scrollbar-hide.snap-x.snap-mandatory.pb-2> "PhoneSmartphonesHeadphonesEntertainmentAppliances"
1	md:gap-6	<div.grid.grid-cols-2.md:grid-cols-4.gap-4.md:gap-6.mb-10> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
1	md:grid	<div.hidden.md:grid.gap-4.md:grid-cols-6.md:grid-rows-2.lg:max-h-[calc(100vh-200px)]> "xcvvxv$25,458.00FHD Laptop 2026 Edition with Copilot AI$10,000.00Horizon Arc 49\" OLED Curved Gaming "
1	md:grid-cols-2	<div.grid.grid-cols-1.md:grid-cols-2.lg:grid-cols-12.gap-10> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
1	md:grid-cols-3	<div.grid.grid-cols-2.md:grid-cols-3.lg:grid-cols-4.gap-x-6.gap-y-10> "xcvvxv$25,458.00A smartphone and earphone bundle offers an all-in-one mobile communication and audio"
1	md:grid-cols-4	<div.grid.grid-cols-2.md:grid-cols-4.gap-4.md:gap-6.mb-10> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
1	md:grid-cols-6	<div.hidden.md:grid.gap-4.md:grid-cols-6.md:grid-rows-2.lg:max-h-[calc(100vh-200px)]> "xcvvxv$25,458.00FHD Laptop 2026 Edition with Copilot AI$10,000.00Horizon Arc 49\" OLED Curved Gaming "
1	md:grid-rows-2	<div.hidden.md:grid.gap-4.md:grid-cols-6.md:grid-rows-2.lg:max-h-[calc(100vh-200px)]> "xcvvxv$25,458.00FHD Laptop 2026 Edition with Copilot AI$10,000.00Horizon Arc 49\" OLED Curved Gaming "
1	md:h-9	<a.flex.h-8.w-auto.items-center.md:h-9> "Logoipsum"
1	md:left-6	<button.absolute.left-4.md:left-6.lg:left-8.top-1/2.-translate-y-1/2.z-20.w-10>
1	md:max-w-4.5xl	<div.md:max-w-4.5xl.mx-auto.mb-10.w-auto.px-0.text-center.md:px-36> "Popular ProductsDiscover the latest trends! Fresh products just added—shop new styles, tech, and ess"
1	md:max-w-4xl	<div.mx-auto.my-16.mt-16.sm:mt-0.w-full.lg:my-12.md:my-20.md:max-w-4xl> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
